,Unnamed: 0,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old
203,3,2021-04-26-US-SVL-1,Mi8,1303513026000,1,31,GPS_L1,1303513025916497770,-9554384.192,12197491.229,21525055.728,-2455.515,-1238.653,-341.05800000000005,-34150.668,-0.001,25167905.422,14.69,0.0,9.321,22.506,25167868.90275718,G31,1303513027000
204,4,2021-04-26-US-SVL-1,Mi8,1303513026000,1,2,GPS_L1,1303513025928339765,-1298717.986,-16458400.255,21453076.202999998,2428.563,855.2739999999999,833.58,-179631.625,0.001,21617764.633,4.497,0.0,4.12,2.8989999999999996,21617769.66897462,G2,1303513027000
205,5,2021-04-26-US-SVL-1,Mi8,1303513026000,1,12,GPS_L1,1303513025933139959,-9971547.197,-19995630.142,14218321.964000002,152.921,-1843.339,-2427.223,-9939.48,-0.002,20178702.675,8.094,0.0,3.766,2.503,20178701.615955982,G12,1303513027000
206,6,2021-04-26-US-SVL-1,Mi8,1303513026000,1,24,GPS_L1,1303513025918432509,-19058461.503,-15682441.818,-10564049.043,1310.516,206.517,-2695.37,11469.94,0.01,24587885.261,9.294,0.0,10.475,10.258,24587860.822501164,G24,1303513027000
207,0,2021-04-26-US-SVL-1,Mi8,1303513027000,1,5,GPS_L1,1303513026925014144,-4935232.223,-25896495.634,-2435760.246,273.355,-328.874,3155.745,-12052.31,-0.001,22614760.726999998,4.497,0.0,6.742000000000001,4.773,22614765.104266953,G5,1303513028000
208,1,2021-04-26-US-SVL-1,Mi8,1303513027000,1,19,GPS_L1,1303513026916091887,19102481.245,-16503293.67,7789414.375,1006.541,-305.976,-3017.167,-2308.4829999999997,0.001,25289586.084000003,17.688,0.0,9.87,34.829,25289571.72582488,G19,1303513028000
209,2,2021-04-26-US-SVL-1,Mi8,1303513027000,1,25,GPS_L1,1303513026930801316,-15016561.215,-7106562.433999999,20517711.004,-154.469,-2655.917,-993.2260000000001,37815.711,0.002,20879810.208,3.5980000000000003,0.0,4.33,3.0060000000000002,20879795.034272943,G25,1303513028000
210,3,2021-04-26-US-SVL-1,Mi8,1303513027000,1,29,GPS_L1,1303513026923585981,-21940925.448000003,1565876.605,14869040.922,1546.1660000000002,-1098.098,2384.975,-101008.275,-0.002,23042913.223,3.5980000000000003,0.0,6.855,5.207999999999999,23042883.18303402,G29,1303513028000
211,4,2021-04-26-US-SVL-1,Mi8,1303513027000,1,31,GPS_L1,1303513026916499043,-9556839.724,12196252.655,21524714.439,-2455.5429999999997,-1238.491,-341.51800000000003,-34150.668,-0.001,25167523.786,16.788,0.0,9.321,22.493000000000002,25167487.27975718,G31,1303513028000
212,5,2021-04-26-US-SVL-1,Mi8,1303513027000,1,2,GPS_L1,1303513026928338568,-1296289.354,-16457545.039,21453909.566,2428.7070000000003,855.1619999999999,833.1489999999999,-179631.62399999998,0.001,21618123.485,4.797,0.0,4.12,2.8989999999999996,21618128.52197462,G2,1303513028000
213,6,2021-04-26-US-SVL-1,Mi8,1303513027000,1,12,GPS_L1,1303513026933139520,-9971394.331,-19997473.33,14215894.59,152.813,-1843.039,-2427.528,-9939.482,-0.002,20178834.284,8.994,0.0,3.766,2.503,20178833.22295598,G12,1303513028000
214,7,2021-04-26-US-SVL-1,Mi8,1303513027000,1,24,GPS_L1,1303513026918430443,-19057150.829,-15682235.277999999,-10566744.3,1310.838,206.565,-2695.152,11469.95,0.01,24588504.632,7.795,0.0,10.475999999999999,10.262,24588480.198501162,G24,1303513028000
215,0,2021-04-26-US-SVL-1,Mi8,1303513028000,1,5,GPS_L1,1303513027925016118,-4934958.851,-25896824.319000002,-2432604.4680000003,273.387,-328.495,3155.797,-12052.311000000002,-0.001,22614168.937,4.497,0.0,6.7410000000000005,4.772,22614173.315266944,G5,1303513029000
216,1,2021-04-26-US-SVL-1,Mi8,1303513028000,1,19,GPS_L1,1303513027916090106,19103487.606,-16503599.584,7786397.129,1006.185,-305.85400000000004,-3017.335,-2308.482,0.001,25290120.014000002,17.988,0.0,9.87,34.863,25290105.622824878,G19,1303513029000
217,2,2021-04-26-US-SVL-1,Mi8,1303513028000,1,25,GPS_L1,1303513027930802466,-15016715.755,-7109218.284,20516717.554,-154.611,-2655.7790000000005,-993.671,37815.712999999996,0.002,20879465.447,3.5980000000000003,0.0,4.33,3.0060000000000002,20879450.275272943,G25,1303513029000
218,3,2021-04-26-US-SVL-1,Mi8,1303513028000,1,29,GPS_L1,1303513027923587413,-21939379.185,1564778.381,14871425.742,1546.356,-1098.348,2384.658,-101008.27699999999,-0.002,23042483.92,3.5980000000000003,0.0,6.854,5.207000000000001,23042453.88003403,G29,1303513029000
219,4,2021-04-26-US-SVL-1,Mi8,1303513028000,1,31,GPS_L1,1303513027916500289,-9559295.283,12195014.245,21524372.69,-2455.57,-1238.328,-341.978,-34150.669,-0.001,25167150.244000003,12.591,0.0,9.321,22.48,25167113.749757178,G31,1303513029000
220,5,2021-04-26-US-SVL-1,Mi8,1303513028000,1,2,GPS_L1,1303513027928337377,-1293860.578,-16456689.933,21454742.498,2428.85,855.051,832.7180000000001,-179631.62399999998,0.001,21618480.536999997,5.096,0.0,4.12,2.9,21618485.57297462,G2,1303513029000
221,6,2021-04-26-US-SVL-1,Mi8,1303513028000,1,12,GPS_L1,1303513027933139085,-9971241.572999999,-19999316.217,14213466.910999998,152.705,-1842.7379999999998,-2427.833,-9939.484,-0.002,20178964.693,10.493,0.0,3.766,2.503,20178963.629955977,G12,1303513029000
222,7,2021-04-26-US-SVL-1,Mi8,1303513028000,1,24,GPS_L1,1303513027918428386,-19055839.833,-15682028.689000001,-10569439.337000001,1311.1589999999999,206.614,-2694.935,11469.958999999999,0.01,24589121.305999998,7.195,0.0,10.478,10.265999999999998,24589096.87550116,G24,1303513029000
223,0,2021-04-26-US-SVL-1,Mi8,1303513029000,1,5,GPS_L1,1303513028925018088,-4934685.448,-25897152.626,-2429448.6380000003,273.41900000000004,-328.116,3155.849,-12052.312,-0.001,22613578.345,4.497,0.0,6.74,4.771,22613582.724266943,G5,1303513030000
224,1,2021-04-26-US-SVL-1,Mi8,1303513029000,1,25,GPS_L1,1303513028930803608,-15016870.438,-7111873.996,20515723.66,-154.753,-2655.64,-994.115,37815.714,0.002,20879123.084000003,3.5980000000000003,0.0,4.329,3.0060000000000002,20879107.91427294,G25,1303513030000
225,2,2021-04-26-US-SVL-1,Mi8,1303513029000,1,29,GPS_L1,1303513028923588851,-21937832.731,1563679.905,14873810.245,1546.546,-1098.599,2384.341,-101008.27900000001,-0.002,23042052.819000002,3.5980000000000003,0.0,6.853,5.206,23042022.77903402,G29,1303513030000
226,3,2021-04-26-US-SVL-1,Mi8,1303513029000,1,31,GPS_L1,1303513028916501527,-9561750.87,12193775.996,21524030.481999997,-2455.597,-1238.1660000000002,-342.43800000000005,-34150.67,-0.001,25166779.101,9.593,0.0,9.32,22.468000000000004,25166742.61875718,G31,1303513030000
227,4,2021-04-26-US-SVL-1,Mi8,1303513029000,1,2,GPS_L1,1303513028928336173,-1291431.658,-16455834.939000001,21455575.0,2428.994,854.94,832.2869999999999,-179631.62300000002,0.001,21618841.487,4.797,0.0,4.12,2.9,21618846.52397462,G2,1303513030000
228,5,2021-04-26-US-SVL-1,Mi8,1303513029000,1,12,GPS_L1,1303513028933138638,-9971088.922,-20001158.803,14211038.925999999,152.597,-1842.4379999999999,-2428.138,-9939.485999999999,-0.002,20179098.700999998,10.493,0.0,3.766,2.503,20179097.635955974,G12,1303513030000
229,6,2021-04-26-US-SVL-1,Mi8,1303513029000,1,24,GPS_L1,1303513028918426347,-19054528.516,-15681822.050999999,-10572134.158,1311.48,206.662,-2694.717,11469.969,0.01,24589732.582,8.394,0.0,10.479000000000001,10.27,24589708.15650116,G24,1303513030000
230,0,2021-04-26-US-SVL-1,Mi8,1303513030000,1,5,GPS_L1,1303513029925020052,-4934412.012,-25897480.553000003,-2426292.7569999998,273.45099999999996,-327.73800000000006,3155.901,-12052.312,-0.001,22612989.553000003,4.797,0.0,6.739,4.77,22612993.93426694,G5,1303513031000
231,1,2021-04-26-US-SVL-1,Mi8,1303513030000,1,19,GPS_L1,1303513029916086384,19105499.26,-16504211.045,7780362.132999999,1005.4730000000001,-305.60900000000004,-3017.672,-2308.48,0.001,25291235.841999996,17.387999999999998,0.0,9.871,34.931999999999995,25291221.382824883,G19,1303513031000
232,2,2021-04-26-US-SVL-1,Mi8,1303513030000,1,25,GPS_L1,1303513029930804745,-15017025.263,-7114529.57,20514729.321,-154.895,-2655.5009999999997,-994.56,37815.716,0.002,20878782.22,3.897,0.0,4.329,3.0060000000000002,20878767.052272942,G25,1303513031000
233,3,2021-04-26-US-SVL-1,Mi8,1303513030000,1,29,GPS_L1,1303513029923590287,-21936286.086999997,1562581.179,14876194.432,1546.737,-1098.849,2384.025,-101008.281,-0.002,23041622.316999998,3.897,0.0,6.852,5.206,23041592.27603402,G29,1303513031000
234,4,2021-04-26-US-SVL-1,Mi8,1303513030000,1,31,GPS_L1,1303513029916502804,-9564206.484,12192537.91,21523687.813,-2455.624,-1238.003,-342.898,-34150.671,-0.001,25166396.266,10.493,0.0,9.32,22.455,25166359.79575718,G31,1303513031000
235,5,2021-04-26-US-SVL-1,Mi8,1303513030000,1,2,GPS_L1,1303513029928334984,-1289002.595,-16454980.056,21456407.07,2429.138,854.829,831.8560000000001,-179631.622,0.001,21619197.941,5.096,0.0,4.121,2.9,21619202.97797462,G2,1303513031000
236,6,2021-04-26-US-SVL-1,Mi8,1303513030000,1,12,GPS_L1,1303513029933138185,-9970936.38,-20003001.09,14208610.637,152.489,-1842.1370000000002,-2428.4429999999998,-9939.488000000001,-0.002,20179234.507,11.392000000000001,0.0,3.766,2.503,20179233.439955976,G12,1303513031000
237,7,2021-04-26-US-SVL-1,Mi8,1303513030000,1,24,GPS_L1,1303513029918424308,-19053216.878,-15681615.365,-10574828.76,1311.8020000000001,206.71099999999998,-2694.4990000000003,11469.979,0.01,24590343.859,9.294,0.0,10.481,10.275,24590319.43650116,G24,1303513031000
238,0,2021-04-26-US-SVL-1,Mi8,1303513031000,1,5,GPS_L1,1303513030925022017,-4934138.545,-25897808.101999998,-2423136.8230000003,273.483,-327.35900000000004,3155.954,-12052.313,-0.001,22612400.461,5.096,0.0,6.7379999999999995,4.769,22612404.843266938,G5,1303513032000
239,1,2021-04-26-US-SVL-1,Mi8,1303513031000,1,25,GPS_L1,1303513030930805877,-15017180.229,-7117185.004,20513734.537,-155.037,-2655.362,-995.0039999999999,37815.717000000004,0.002,20878442.855,3.5980000000000003,0.0,4.329,3.005,20878427.68927294,G25,1303513032000
240,2,2021-04-26-US-SVL-1,Mi8,1303513031000,1,29,GPS_L1,1303513030923591727,-21934739.253000002,1561482.2030000002,14878578.302000001,1546.9270000000001,-1099.1,2383.708,-101008.28300000001,-0.002,23041190.616,3.897,0.0,6.851,5.205,23041160.575034026,G29,1303513032000
241,3,2021-04-26-US-SVL-1,Mi8,1303513031000,1,31,GPS_L1,1303513030916504070,-9566662.125,12191299.987,21523344.685,-2455.651,-1237.8410000000001,-343.358,-34150.672,-0.001,25166016.729000002,9.892999999999999,0.0,9.32,22.441999999999997,25165980.27075718,G31,1303513032000
242,4,2021-04-26-US-SVL-1,Mi8,1303513031000,1,2,GPS_L1,1303513030928333776,-1286573.388,-16454125.284000002,21457238.709000003,2429.282,854.7180000000001,831.425,-179631.621,0.001,21619560.09,4.797,0.0,4.121,2.9,21619565.127974626,G2,1303513032000
243,5,2021-04-26-US-SVL-1,Mi8,1303513031000,1,12,GPS_L1,1303513030933137740,-9970783.945,-20004843.075,14206182.042000001,152.382,-1841.8370000000002,-2428.748,-9939.489,-0.002,20179367.914,10.493,0.0,3.766,2.503,20179366.84595598,G12,1303513032000
244,6,2021-04-26-US-SVL-1,Mi8,1303513031000,1,24,GPS_L1,1303513030918422245,-19051904.917999998,-15681408.631,-10577523.145,1312.1229999999998,206.75900000000001,-2694.281,11469.988000000001,0.01,24590962.331,8.693999999999999,0.0,10.482000000000001,10.279000000000002,24590937.91250116,G24,1303513032000
245,0,2021-04-26-US-SVL-1,Mi8,1303513032000,1,5,GPS_L1,1303513031925023973,-4933865.045,-25898135.272,-2419980.838,273.515,-326.98,3156.006,-12052.313999999998,-0.001,22611814.066999998,5.096,0.0,6.737,4.768,22611818.450266946,G5,1303513033000
246,1,2021-04-26-US-SVL-1,Mi8,1303513032000,1,25,GPS_L1,1303513031930807020,-15017335.337000001,-7119840.299,20512739.309,-155.179,-2655.223,-995.448,37815.719,0.002,20878100.192,3.298,0.0,4.328,3.005,20878085.02927294,G25,1303513033000
247,2,2021-04-26-US-SVL-1,Mi8,1303513032000,1,29,GPS_L1,1303513031923593148,-21933192.229000002,1560382.976,14880961.854,1547.1170000000002,-1099.351,2383.391,-101008.285,-0.002,23040764.610999998,3.5980000000000003,0.0,6.851,5.204,23040734.569034018,G29,1303513033000
248,3,2021-04-26-US-SVL-1,Mi8,1303513032000,1,31,GPS_L1,1303513031916505324,-9569117.792000001,12190062.226,21523001.097,-2455.678,-1237.678,-343.81800000000004,-34150.672,-0.001,25165640.789,8.693999999999999,0.0,9.32,22.429000000000002,25165604.34375718,G31,1303513033000
249,4,2021-04-26-US-SVL-1,Mi8,1303513032000,1,2,GPS_L1,1303513031928332575,-1284144.037,-16453270.624000002,21458069.917,2429.425,854.607,830.9939999999999,-179631.62,0.001,21619920.141,5.096,0.0,4.121,2.9010000000000002,21619925.17897462,G2,1303513033000
250,5,2021-04-26-US-SVL-1,Mi8,1303513032000,1,12,GPS_L1,1303513031933137292,-9970631.617999999,-20006684.76,14203753.143,152.274,-1841.536,-2429.052,-9939.491,-0.002,20179502.221,6.296,0.0,3.766,2.503,20179501.150955983,G12,1303513033000
251,6,2021-04-26-US-SVL-1,Mi8,1303513032000,1,24,GPS_L1,1303513031918420172,-19050592.638,-15681201.848,-10580217.311,1312.444,206.80700000000002,-2694.063,11469.998,0.01,24591583.801,6.296,0.0,10.484000000000002,10.283,24591559.386501163,G24,1303513033000
252,0,2021-04-26-US-SVL-1,Mi8,1303513033000,1,5,GPS_L1,1303513032925025953,-4933591.5139999995,-25898462.064,-2416824.8,273.547,-326.601,3156.058,-12052.313999999998,-0.001,22611220.478,5.396,0.0,6.736000000000001,4.768,22611224.862266943,G5,1303513034000
253,1,2021-04-26-US-SVL-1,Mi8,1303513033000,1,25,GPS_L1,1303513032930808174,-15017490.588,-7122495.456,20511743.637000002,-155.32,-2655.0840000000003,-995.893,37815.72,0.002,20877754.232,3.5980000000000003,0.0,4.328,3.005,20877739.070272945,G25,1303513034000
254,2,2021-04-26-US-SVL-1,Mi8,1303513033000,1,29,GPS_L1,1303513032923594599,-21931645.015,1559283.499,14883345.089000002,1547.307,-1099.601,2383.074,-101008.287,-0.002,23040329.612,3.5980000000000003,0.0,6.85,5.202999999999999,23040299.57003402,G29,1303513034000
255,3,2021-04-26-US-SVL-1,Mi8,1303513033000,1,31,GPS_L1,1303513032916506612,-9571573.488,12188824.627999999,21522657.048,-2455.705,-1237.515,-344.278,-34150.672999999995,-0.001,25165254.656999998,9.892999999999999,0.0,9.32,22.416999999999998,25165218.222757176,G31,1303513034000
256,4,2021-04-26-US-SVL-1,Mi8,1303513033000,1,2,GPS_L1,1303513032928331371,-1281714.5420000001,-16452416.074000001,21458900.694000002,2429.569,854.495,830.563,-179631.61899999998,0.001,21620281.091,5.096,0.0,4.121,2.9010000000000002,21620286.12997462,G2,1303513034000
257,5,2021-04-26-US-SVL-1,Mi8,1303513033000,1,12,GPS_L1,1303513032933136843,-9970479.398,-20008526.144,14201323.939000001,152.166,-1841.235,-2429.357,-9939.493,-0.002,20179636.827999998,5.996,0.0,3.766,2.503,20179635.75595598,G12,1303513034000
258,6,2021-04-26-US-SVL-1,Mi8,1303513033000,1,24,GPS_L1,1303513032918418150,-19049280.035,-15680995.018,-10582911.259,1312.766,206.855,-2693.845,11470.007,0.01,24592189.981,5.096,0.0,10.485,10.287,24592165.57050116,G24,1303513034000
259,0,2021-04-26-US-SVL-1,Mi8,1303513034000,1,5,GPS_L1,1303513033925027903,-4933317.95,-25898788.476,-2413668.711,273.579,-326.223,3156.1090000000004,-12052.315,-0.001,22610635.882,5.396,0.0,6.735,4.7669999999999995,22610640.267266944,G5,1303513035000
260,1,2021-04-26-US-SVL-1,Mi8,1303513034000,1,25,GPS_L1,1303513033930809310,-15017645.98,-7125150.472999999,20510747.520999998,-155.46200000000002,-2654.945,-996.337,37815.722,0.002,20877413.667,3.5980000000000003,0.0,4.328,3.005,20877398.507272944,G25,1303513035000
261,2,2021-04-26-US-SVL-1,Mi8,1303513034000,1,29,GPS_L1,1303513033923596035,-21930097.610999998,1558183.771,14885728.009000001,1547.497,-1099.8519999999999,2382.757,-101008.289,-0.002,23039899.11,3.5980000000000003,0.0,6.849,5.202000000000001,23039869.06803402,G29,1303513035000
262,3,2021-04-26-US-SVL-1,Mi8,1303513034000,1,31,GPS_L1,1303513033916507867,-9574029.208999999,12187587.192,21522312.54,-2455.732,-1237.353,-344.73699999999997,-34150.674,-0.001,25164878.417,9.593,0.0,9.32,22.404,25164841.99475718,G31,1303513035000
263,4,2021-04-26-US-SVL-1,Mi8,1303513034000,1,2,GPS_L1,1303513033928330187,-1279284.904,-16451561.636,21459731.039,2429.712,854.3839999999999,830.1310000000001,-179631.61800000002,0.001,21620636.045,5.396,0.0,4.122,2.9010000000000002,21620641.08397462,G2,1303513035000
264,5,2021-04-26-US-SVL-1,Mi8,1303513034000,1,12,GPS_L1,1303513033933136412,-9970327.286,-20010367.228,14198894.43,152.059,-1840.935,-2429.6620000000003,-9939.495,-0.002,20179766.039,6.296,0.0,3.766,2.503,20179764.964955974,G12,1303513035000
265,6,2021-04-26-US-SVL-1,Mi8,1303513034000,1,24,GPS_L1,1303513033918416108,-19047967.112,-15680788.139,-10585604.99,1313.0870000000002,206.903,-2693.627,11470.017,0.01,24592802.156999998,5.696000000000001,0.0,10.487,10.292,24592777.749501165,G24,1303513035000
266,0,2021-04-26-US-SVL-1,Mi8,1303513035000,1,5,GPS_L1,1303513034925029874,-4933044.353999999,-25899114.51,-2410512.569,273.611,-325.844,3156.1609999999996,-12052.316,-0.001,22610044.992,5.096,0.0,6.734,4.766,22610049.37826694,G5,1303513036000
267,1,2021-04-26-US-SVL-1,Mi8,1303513035000,1,25,GPS_L1,1303513034930810458,-15017801.514,-7127805.351,20509750.96,-155.60399999999998,-2654.8059999999996,-996.7810000000001,37815.723,0.002,20877069.505999997,3.5980000000000003,0.0,4.327,3.0039999999999996,20877054.34927294,G25,1303513036000
268,2,2021-04-26-US-SVL-1,Mi8,1303513035000,1,29,GPS_L1,1303513034923597471,-21928550.016,1557083.792,14888110.61,1547.6870000000001,-1100.1019999999999,2382.44,-101008.291,-0.002,23039468.608000003,3.897,0.0,6.848,5.202000000000001,23039438.56503402,G29,1303513036000
269,3,2021-04-26-US-SVL-1,Mi8,1303513035000,1,31,GPS_L1,1303513034916509140,-9576484.957999999,12186349.919000002,21521967.573000003,-2455.759,-1237.19,-345.19699999999995,-34150.675,-0.001,25164496.781,11.392000000000001,0.0,9.318999999999999,22.391,25164460.371757176,G31,1303513036000
270,4,2021-04-26-US-SVL-1,Mi8,1303513035000,1,2,GPS_L1,1303513034928328989,-1276855.123,-16450707.309,21460560.954,2429.856,854.273,829.7,-179631.617,0.001,21620995.196,5.096,0.0,4.122,2.9010000000000002,21621000.23597462,G2,1303513036000
271,5,2021-04-26-US-SVL-1,Mi8,1303513035000,1,12,GPS_L1,1303513034933135950,-9970175.282,-20012208.01,14196464.617,151.951,-1840.634,-2429.967,-9939.497,-0.002,20179904.542999998,5.996,0.0,3.766,2.504,20179903.465955976,G12,1303513036000
272,6,2021-04-26-US-SVL-1,Mi8,1303513035000,1,24,GPS_L1,1303513034918414047,-19046653.867,-15680581.212000001,-10588298.502,1313.408,206.952,-2693.409,11470.026000000002,0.01,24593420.03,5.696000000000001,0.0,10.488,10.296,24593395.62650116,G24,1303513036000
273,0,2021-04-26-US-SVL-1,Mi8,1303513036000,1,5,GPS_L1,1303513035925031841,-4932770.726,-25899440.165,-2407356.376,273.644,-325.465,3156.2129999999997,-12052.316,-0.001,22609455.3,5.396,0.0,6.733,4.765,22609459.68826694,G5,1303513037000
274,1,2021-04-26-US-SVL-1,Mi8,1303513036000,1,25,GPS_L1,1303513035930811594,-15017957.189000001,-7130460.09,20508753.955,-155.746,-2654.667,-997.2260000000001,37815.725,0.002,20876728.941,3.897,0.0,4.327,3.0039999999999996,20876713.786272943,G25,1303513037000
275,2,2021-04-26-US-SVL-1,Mi8,1303513036000,1,29,GPS_L1,1303513035923598911,-21927002.231999997,1555983.563,14890492.895,1547.8770000000002,-1100.353,2382.123,-101008.293,-0.002,23039036.906999998,3.897,0.0,6.848,5.2010000000000005,23039006.86303402,G29,1303513037000
276,3,2021-04-26-US-SVL-1,Mi8,1303513036000,1,31,GPS_L1,1303513035916510397,-9578940.734,12185112.808,21521622.145,-2455.786,-1237.028,-345.657,-34150.676,-0.001,25164119.941999998,12.591,0.0,9.318999999999999,22.379,25164083.54375718,G31,1303513037000
277,4,2021-04-26-US-SVL-1,Mi8,1303513036000,1,2,GPS_L1,1303513035928327779,-1274425.1979999999,-16449853.094,21461390.437,2429.999,854.1610000000001,829.2689999999999,-179631.616,0.001,21621357.945,5.096,0.0,4.122,2.9010000000000002,21621362.98597462,G2,1303513037000
278,5,2021-04-26-US-SVL-1,Mi8,1303513036000,1,12,GPS_L1,1303513035933135500,-9970023.385,-20014048.492,14194034.499000002,151.844,-1840.3329999999999,-2430.271,-9939.499,-0.002,20180039.449,5.696000000000001,0.0,3.766,2.504,20180038.369955976,G12,1303513037000
279,6,2021-04-26-US-SVL-1,Mi8,1303513036000,1,24,GPS_L1,1303513035918412008,-19045340.301,-15680374.236,-10590991.797,1313.729,207.0,-2693.191,11470.036,0.01,24594031.305999998,5.396,0.0,10.49,10.3,24594006.90650116,G24,1303513037000
280,0,2021-04-26-US-SVL-1,Mi8,1303513037000,1,5,GPS_L1,1303513036925033783,-4932497.066000001,-25899765.441,-2404200.131,273.676,-325.086,3156.265,-12052.317,-0.001,22608873.103,4.497,0.0,6.732,4.763999999999999,22608877.49226694,G5,1303513038000
281,1,2021-04-26-US-SVL-1,Mi8,1303513037000,1,25,GPS_L1,1303513036930812743,-15018113.007000001,-7133114.69,20507756.505,-155.888,-2654.528,-997.67,37815.727,0.002,20876384.48,3.5980000000000003,0.0,4.327,3.0039999999999996,20876369.32727294,G25,1303513038000
282,2,2021-04-26-US-SVL-1,Mi8,1303513037000,1,29,GPS_L1,1303513036923600352,-21925454.258,1554883.083,14892874.862,1548.067,-1100.604,2381.805,-101008.295,-0.002,23038604.906,3.897,0.0,6.847,5.2,23038574.86203402,G29,1303513038000
283,3,2021-04-26-US-SVL-1,Mi8,1303513037000,1,31,GPS_L1,1303513036916511678,-9581396.536,12183875.861,21521276.257,-2455.812,-1236.865,-346.11699999999996,-34150.676,-0.001,25163735.908000004,12.591,0.0,9.318999999999999,22.366,25163699.522757176,G31,1303513038000
284,4,2021-04-26-US-SVL-1,Mi8,1303513037000,1,2,GPS_L1,1303513036928326588,-1271995.129,-16448998.99,21462219.489,2430.143,854.05,828.8380000000001,-179631.615,0.001,21621714.998000003,4.797,0.0,4.122,2.9019999999999997,21621720.03897462,G2,1303513038000
285,5,2021-04-26-US-SVL-1,Mi8,1303513037000,1,12,GPS_L1,1303513036933135065,-9969871.596,-20015888.673,14191604.076,151.736,-1840.0320000000002,-2430.576,-9939.5,-0.002,20180169.859,5.696000000000001,0.0,3.766,2.504,20180168.778955977,G12,1303513038000
286,6,2021-04-26-US-SVL-1,Mi8,1303513037000,1,24,GPS_L1,1303513036918409974,-19044026.414,-15680167.213,-10593684.873,1314.0510000000002,207.048,-2692.972,11470.045,0.01,24594641.084000003,5.696000000000001,0.0,10.491,10.304,24594616.688501164,G24,1303513038000
287,0,2021-04-26-US-SVL-1,Mi8,1303513038000,1,5,GPS_L1,1303513037925035743,-4932223.373,-25900090.339,-2401043.833,273.70799999999997,-324.707,3156.316,-12052.318000000001,-0.001,22608285.51,4.797,0.0,6.731,4.763,22608289.90026695,G5,1303513039000
288,1,2021-04-26-US-SVL-1,Mi8,1303513038000,1,19,GPS_L1,1303513037916071974,19113531.637000002,-16506651.99,7756215.424,1002.625,-304.628,-3019.0159999999996,-2308.472,0.001,25295555.851,17.688,0.0,9.876,35.209,25295541.117824886,G19,1303513039000
289,2,2021-04-26-US-SVL-1,Mi8,1303513038000,1,25,GPS_L1,1303513037930813883,-15018268.965999998,-7135769.151000001,20506758.612,-156.029,-2654.388,-998.1139999999999,37815.727999999996,0.002,20876042.716,3.897,0.0,4.3260000000000005,3.0039999999999996,20876027.565272942,G25,1303513039000
290,3,2021-04-26-US-SVL-1,Mi8,1303513038000,1,29,GPS_L1,1303513037923601796,-21923906.094,1553782.352,14895256.513,1548.257,-1100.854,2381.488,-101008.29699999999,-0.002,23038172.005,4.197,0.0,6.846,5.199,23038141.961034022,G29,1303513039000
291,4,2021-04-26-US-SVL-1,Mi8,1303513038000,1,31,GPS_L1,1303513037916512968,-9583852.365,12182639.075,21520929.91,-2455.839,-1236.702,-346.577,-34150.677,-0.001,25163349.176,13.79,0.0,9.318999999999999,22.354,25163312.801757175,G31,1303513039000
292,5,2021-04-26-US-SVL-1,Mi8,1303513038000,1,2,GPS_L1,1303513037928325388,-1269564.918,-16448144.997000001,21463048.109,2430.286,853.938,828.4069999999999,-179631.615,0.001,21622074.749,5.096,0.0,4.122,2.9019999999999997,21622079.789974626,G2,1303513039000
293,6,2021-04-26-US-SVL-1,Mi8,1303513038000,1,12,GPS_L1,1303513037933134609,-9969719.913999999,-20017728.553,14189173.349000001,151.629,-1839.731,-2430.88,-9939.502,-0.002,20180306.564,5.696000000000001,0.0,3.766,2.504,20180305.481955975,G12,1303513039000
294,7,2021-04-26-US-SVL-1,Mi8,1303513038000,1,24,GPS_L1,1303513037918407909,-19042712.205,-15679960.142,-10596377.73,1314.372,207.09599999999998,-2692.7540000000004,11470.055,0.01,24595260.156,5.396,0.0,10.493,10.308,24595235.764501162,G24,1303513039000
295,0,2021-04-26-US-SVL-1,Mi8,1303513039000,1,5,GPS_L1,1303513038925037712,-4931949.648,-25900414.856999997,-2397887.485,273.741,-324.329,3156.368,-12052.318000000001,-0.001,22607695.218000002,4.497,0.0,6.729,4.762,22607699.611266945,G5,1303513040000
296,1,2021-04-26-US-SVL-1,Mi8,1303513039000,1,19,GPS_L1,1303513038916070124,19114534.082000002,-16506956.555,7753196.33,1002.2689999999999,-304.505,-3019.183,-2308.471,0.001,25296110.466999996,18.287,0.0,9.876,35.244,25296095.69982488,G19,1303513040000
297,2,2021-04-26-US-SVL-1,Mi8,1303513039000,1,25,GPS_L1,1303513038930815020,-15018425.067,-7138423.472,20505760.274,-156.171,-2654.2490000000003,-998.558,37815.73,0.002,20875701.852,3.897,0.0,4.3260000000000005,3.003,20875686.70427294,G25,1303513040000
298,3,2021-04-26-US-SVL-1,Mi8,1303513039000,1,29,GPS_L1,1303513038923603226,-21922357.74,1552681.371,14897637.845,1548.4460000000001,-1101.105,2381.1710000000003,-101008.299,-0.002,23037743.301999997,3.897,0.0,6.845,5.1979999999999995,23037713.258034024,G29,1303513040000
